Author,CanonicalLink,Description,ISBN,ISBN Valid,ImageLink,Language,PublishedDate,Publisher,Subjects,Title,google_api_title,i
"Cassirer, Ernst",https://books.google.com/books/about/D%C3%A9bat_sur_le_Kantisme_et_la_philosophie.html?hl=&id=LpwPAQAAIAAJ,,,,http://books.google.com/books/content?id=LpwPAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,1972,Beauchesne,kantisme--[congrès],"Débat sur le kantisme et la philosophie : Davos, mars 1929, et autres textes de 1929-1931 /",Débat sur le kantisme et la philosophie,9257
"Colette, 1873-1954",https://play.google.com/store/books/details?id=2UDOQqCwYLYC,,,,http://books.google.com/books/content?id=2UDOQqCwYLYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fr,1828,Aux Ed du Club de l'honnête homme,,Oeuvres complètes /,Oeuvres complètes,9277
"Zola, Emile",https://books.google.com/books/about/Medizin_im_Roman.html?hl=&id=FRJ_MG857GAC,,9783867277938,,http://books.google.com/books/content?id=FRJ_MG857GAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,de,2008,Gallimard,French literature,Les Rougon-Macquart : histoire naturelle et sociale d'une famille sous le second empire /,Les Rougon-Macquart,9304
"Maugham, William Somerset",https://play.google.com/store/books/details?id=nb5sDwAAQBAJ,"The Collected Short Stories brings together three of Jeffrey Archer’s classic collections of short stories: A Quiver Full of Arrows, A Twist in the Tale and Twelve Red Herrings. Every reader will have their own favourites: the choices run from an imprisoned man who is certain that his supposed murder victim is very much alive, to a female driver pursued relentlessly by a menacing figure in another vehicle. An offhand remark is taken seriously by a Chinese sculptor in one tale, while a British diplomat unexpectedly becomes the owner of a priceless work of art in another . . . And over three of the stories, discover a hauntingly written, atmospheric account of two undergraduates at Oxford in the thirties: a tale of bitter rivalry that ends in a memorable love story. These stories are packed full of the master storyteller’s unexpected twists, richly drawn characters and ingenious, witty denouements – some will make you laugh, others will bring you to tears. And, as always, every one of them will keep you spellbound.",9781509893393,,http://books.google.com/books/content?id=nb5sDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,2018-12-01,Heinemann; Pan Books,Fiction,Collected short stories /,Collected short stories,9371
"Alexander, Trallianus",https://play.google.com/store/books/details?id=1rLthYzWXy8C,,,,http://books.google.com/books/content?id=1rLthYzWXy8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,de,1879,AM Hakkert,,"Alexander von Tralles : Original-Text und Übersetzung nebst einer einleitenden Abhandlung, ein Beitrag zur Geschichte der Medicin /",Alexander von Tralles,9384
"Ostorero, Martine",https://books.google.com/books/about/Le_diable_au_sabbat.html?hl=&id=ojS8ZwEACAAJ,,8884504023,,,fr,2011,éditeur non identifié,démonologie--traité (ouvrage)--Europe--Moyen-Âge--1440 / 1460,Le diable au sabbat : littérature démonologique et sorcellerie (1440-1460) /,Le diable au sabbat,9394
"Schumacher, Jean-Jacques",https://books.google.com/books/about/Techniques_quantitatives_de_gestion.html?hl=&id=EoAfnQEACAAJ,,2010099931,,,fr,1984,Collection CCL,comptabilité de gestion--[manuel],Techniques quantitatives de gestion : ... et maintenant avec des sites Internet /,Techniques quantitatives de gestion,9408
"Habersetzer, Roland",https://books.google.com/books/about/Kung_Fu_Wu_Shu_Lexikon_von_A_Z.html?hl=&id=5wLgPAAACAAJ,,3923473133,,,de,1983,Ed Amphora,kung-fu--[manuel],Kung-Fu (wu-shu) : du débutant à l'expert /,Kung-Fu (wu-shu),9416
"Carducci, Giosue",https://play.google.com/store/books/details?id=qDJN5URQmrsC,,9783643109828,,http://books.google.com/books/content?id=qDJN5URQmrsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,de,2010,N Zanichelli,Business,Opere /,Opere,9435
"Pulci, Luigi, 1432-1484",https://play.google.com/store/books/details?id=Isa4Uyc1M2cC,"Studienarbeit aus dem Jahr 2009 im Fachbereich Romanistik - Italianistik, Note: 2,0, Universität Trier, Sprache: Deutsch, Abstract: Aus der Rezeption der altfranzösischen Epik und des altfranzösischen Romans entwickelte sich ein eigenständiger italienischer Ritterroman, der im 15. und 16. Jahrhundert seine Blütezeit erlebte und später selbst nachgeahmt wurde. In Frankreich entstanden die `chansons de geste ́, die über Taten in Form von Liedern, Büchern oder Zyklen berichteten. Es gab eine Vielzahl an Themenzyklen, wovon jedoch nur zwei nach Italien gekommen sind: der `Cycle du roi ́, der Karlszyklus, und der `Cycle de Guillaume ́. Auch Luigi Pulci bediente sich im 15. Jahrhundert bei der Entstehung seines Werkes Il Morgante des karolingischen Zyklus ́, sprich des Karlszyklus. Im Folgenden werde ich kurz auf die Biographie des Autors mit den wichtigsten Punkten in dessen Leben eingehen. Nach einer Einführung in den Hof der Medici, in der ich auf die wichtigsten Personen des `Quattrocento ́, die Einfluss auf die Entstehung des Werkes hatten, eingehe, werde ich das Werk Il Morgante näher erläutern. Gegliedert ist die Analyse des Morgante in Aufbau und Struktur des Werkes, eine knappe Inhaltsangabe und Personen des Werkes. Im vierten Unterpunkt der Analyse gehe ich auf den Vorwurf der Ketzerei ein, dem sich Luigi Pulci unterziehen musste, und wegen der er von der Kirche exkommuniziert, nicht auf dem Friedhof beerdigt wurde. [...]",9783640415625,,http://books.google.com/books/content?id=Isa4Uyc1M2cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,de,2009-08-28,R Ricciardi,Foreign Language Study,Morgante /,Morgante,9436
Friedrich Henkel,https://books.google.com/books/about/Die_r%C3%B6mischen_Fingerringe_der_Rheinland.html?hl=&id=5_BZAAAAYAAJ,,,,http://books.google.com/books/content?id=5_BZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,de,1913,G Reimer,anneau romain antique--Rhénanie (Allemagne); bague romaine antique--Rhénanie (Allemagne),Die römischen Fingerringe der Rheinlande und der benachbarten Gebiete /,Die römischen Fingerringe der Rheinlande und der benachbarten Gebiete,9450
"Sena Chiesa, Gemma",https://books.google.com/books/about/Gemme_del_Museo_nazionale_di_Aquileia.html?hl=&id=_LZJAQAAIAAJ,,,,http://books.google.com/books/content?id=_LZJAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,it,1966,Associazione nazionale per Aquileia,gemme romaine antique--Museo Archeologico di Aquileia (Aquilée)--[catalogue d'exposition],Gemme del Museo nazionale di Aquileia /,Gemme del Museo nazionale di Aquileia,9452
,,,,,,,,,,"4bis-113: Périodique (prêt 28 jours), numéro non catalogué en détail dans VTLS : BCUD-Bâtiment central magasins : BDSE, magasins périodiques économie : BCUR, magasins et libre-accès documentation vaudoise","4bis-113: Périodique (prêt 28 jours), numéro non catalogué en détail dans VTLS",9460
"Dumas, Alexandre, 1802-1870",https://books.google.com/books/about/Le_Comte_De_Monte_cristo.html?hl=&id=UY9PswEACAAJ,"Le comte de Monte-Cristo, Tome II by Alexandre Dumas",1548911461,,http://books.google.com/books/content?id=UY9PswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,2017-07-17,Calmann-Lévy,,Le comte de Monte-Cristo /,Le comte de Monte-Cristo,9497
"Morizot, Baptiste, 1983-",https://books.google.com/books/about/L_enqu%C3%AAte_sauvage.html?hl=&id=aqr4zgEACAAJ,,2889584429,,,fr,2022-03-09,Édition Socialter SAS,Biodiversité; Relations homme-animal; Écologie humaine; Vie (biologie); Environnement; Écologie,Renouer avec le vivant /,Renouer avec le vivant,9500
"Chenevard, Charles",https://books.google.com/books/about/Trait%C3%A9_de_la_concurrence_d%C3%A9loyale_en_m.html?hl=&id=gcwoswEACAAJ,,,,,fr,1914,Kündig,unlauterer Wettbewerb; Schweiz,Traité de la concurrence déloyale en matière industrielle et commerciale /,Traité de la concurrence déloyale en matière industrielle et commerciale,9512
"Combes, Mathilde rédactrice en chef d'un magazine sur la nature",https://books.google.com/books/about/Mes_8_champignons_comestibles_pr%C3%A9f%C3%A9r%C3%A9.html?hl=&id=JIa4zwEACAAJ,,,,,fr,2022,Total Santé,,Mes 8 champignons comestibles préférés /,Mes 8 champignons comestibles préférés,9520
"Maalouf, Amin",https://play.google.com/store/books/details?id=qDkxcuWJgf8C,"""Chaque fois que nous évoquons les croisades, c'est à travers les récits des croisés. Mais il y a aussi ceux qui ont été envahis par les croisés. Mais il y a aussi ceux qui ont été envahis par les croisés, et qui étaient les habitants de ces territoires. Justement, Amin Maalouf publie chez Jean-Claude Lattès Les croisades vues par les arabes. Voilà l'autre bout de la lorgnette ! Il faut bien constater que les versions orientales et occidentales ne coïncident guère. Nous avons, nous, écrit notre propre vision ; pendant ce temps, ils ont écrit la leur. C'est pourquoi cette nouvelle histoire des croisades ne ressemble à aucune autre"". Alain Decaux de L'Académie française. France Inter. ""Un ouvrage remarquable qui complète plus qu'il ne contredis celui de René Grousset"". Eugène Mannoni. Le Point. ""Amin Maalouf a écrit une histoire attachante, agréable à lire, qui constitue une image renversée de ces contes de fées que sont pour nous les croisades"". The New Yorker. ""Les croisades vues par les Arabes nous offres une perspective inhabituelle de la confrontation entre l'Europe occidentale chrétienne et le Moyen-Orient musulman"". The Economist. Londres. Amin Maalouf est l'auteur de Léon l'Africain. Les croisades vues par les Arabes, publié pour la première fois en 1983, est désormais un classique, traduit en plusieurs langues.",9782709634656,,http://books.google.com/books/content?id=qDkxcuWJgf8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fr,2014-04-01,J-C Lattès,croisades,Les croisades vues par les Arabes /,Les croisades vues par les Arabes,9564
"Pietri, Charles",https://books.google.com/books/about/Roma_Christiana.html?hl=&id=RyxVKwAACAAJ,"Rom und Latium - eine Stadt und ihr Umland zwischen antiker und christlicher Kunst- und Kulturgeschichte: Die Monumente der romischen Antike und der christlich gepragten Region sind hier eine uberwaltigende Verbindung eingegangen. Mit reichem Bildmaterial, praktischen Hinweisen und instruktiven Texten des Deutschromers Erwin Gatz erschliesst dieser Kunstfuhrer das einzigartige Zusammenwirken.",3795420547,,http://books.google.com/books/content?id=RyxVKwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,de,2008,Ecole française de Rome,"Eglise catholique romaine--311 / 440; christianisme--Rome (Italie, ville)--311 / 440","Roma Christiana : recherches sur l'Eglise de Rome, son organisation, sa politique, son idéologie de Miltiade à Sixte III (311-440) /",Roma Christiana,9621
"Viredaz, Baptiste",https://books.google.com/books/about/Les_usages_des_modalit%C3%A9s_d_ex%C3%A9cution_d.html?hl=&id=j7Rb0AEACAAJ,,2849347841,,,fr,2023-11-30,Schulthess,exécution de la peine--prison--* droit pénal--Suisse; allgemeines Strafrecht; Straf- und Massnahmenvollzug; Freiheitsstrafe; Schweiz,Les principes régissant l'exécution des peines privatives de liberté ( art. 74 et 75 al. 1 CP)  /,Les principes régissant l'exécution des peines privatives de liberté ( art. 74 et 75 al. 1 CP),9662
"Paul Logoz, Yves Sandoz",https://books.google.com/books/about/Commentaire_du_Code_p%C3%A9nal_suisse_1_Part.html?hl=&id=ebf_EAAAQBAJ,"Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",9791036919473,,http://books.google.com/books/content?id=ebf_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fr,1976-01-01T00:00:00+01:00,Diffusion OFCL; Chancellerie fédérale,Strafrecht; Strafgesetzbuch; Schweiz; Textreproduktion,Code pénal suisse /,Code pénal suisse,9666
"Biermann, Charles",https://books.google.com/books/about/La_maison_paysanne_vaudoise.html?hl=&id=BSihAAAAMAAJ,,,,http://books.google.com/books/content?id=BSihAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,1946,F Rouge,maison rurale--Vaud (Suisse),La maison paysanne vaudoise /,La maison paysanne vaudoise,9695
Centre de Documentation et de Recherche Pestalozzi (Yverdon-les-Bains),https://books.google.com/books/about/Soci%C3%A9t%C3%A9_patriotisme_et_%C3%A9ducation_au_X.html?hl=&id=G8GvoQEACAAJ,,,,,fr,2002,Centre de documentation et de recherche Pestalozzi,éducation--société (milieu humain)--Suisse--18e s.,"Société, patriotisme et éducation au XVIIIe siècle /","Société, patriotisme et éducation au XVIIIe siècle",9714
"Béjart, Maurice",https://books.google.com/books/about/L_autre_chant_de_la_danse.html?hl=&id=RBqEAQAACAAJ,,,,,en,1974,Flammarion,,"L'autre chant de la danse : ""Ce que la nuit me dit"" /",L'autre chant de la danse,9742
"Miles, Matthew",https://books.google.com/books/about/Analyse_des_donn%C3%A9es_qualitatives.html?hl=&id=AQHRyJ1AiPEC,"L'ouvrage est un recueil de nouvelles méthodes d'analyse qualitative des données. Il rassemble de manière cohérente un ensemble d'outils efficaces, encourage leur utilisation et surtout, leur perfectionnement. La démarche est aussi directe et concrète que possible. Chaque chapitre débute par une réflexion sur des méthodes spécifiques. Pour chacune des méthodes proposées, des illustrations sont présentées, assez détaillées pour permettre au lecteur d'en comprendre le fonctionnement, de les mettre en pratique et de les adapter au cours de travaux ultérieurs. Le message fondamental de ce livre n'est pas qu'il faut appliquer scrupuleusement les méthodes suggérées, mais que la création, la vérification et la révision de méthodes d'analyse pratiques et efficaces doivent être une priorité absolue pour les chercheurs qualitatifs. Ce livre intéressera tout particulièrement les professeurs, les étudiants de 3e cycle et les chercheurs en sciences humaines et sociales et en sciences de gestion.",2744500909,,http://books.google.com/books/content?id=AQHRyJ1AiPEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fr,2003-01-08,De Boeck Université,analyse des données--données qualitatives--[études diverses]; analyse qualitative--recherche sociale--sciences de l'éducation--* méthodologie--[études diverses]; recherche qualitative--sciences sociales--* méthodologie--[études diverses],Analyse des données qualitatives /,Analyse des données qualitatives,9767
